,productName,offer_Price,market_Price
1178,1800W Powerful Professional Hair Dryer Blow Dryer UK Plug Hairdryer 220V ZF-3000 BLACK NORMAL 1800W Powerful Professional Hair Dryer Blow Dryer UK Plug Hairdryer 220V ZF-3000,"KSh 1,099","KSh 2,999 "
1179,TAGWOOD TG2018 Electric Stainless Kettle Black ,KSh 999,"KSh 1,999 "
1180,"OUKITEL C8 4G , 2GB+16GB,  5.5HD, 13.0MP+5.0MP, 4G,  Fingerprint, Smart Phones gold ","KSh 8,559","KSh 9,600 "
1181,"GoldenTech 17"" HD LED TV DV3T2 Energy Saving black 17 ","KSh 5,600",
1182,VITRON V019 Home Theater Sound System 2.1 Multimedia Speaker Subwoofer black 25w V019 ,"KSh 2,299","KSh 2,790 "
1183,iBRIT i2 - 5.0&apos&apos - 2GB - 16GB - 8MP Camera - Dual SIM - 3G + Free Backpack black ,"KSh 7,999","KSh 8,999 "
1184,New mobile phone Comio A8s 5.0  2GB+32GB(Dual SIM) 4 Core processor white ,"KSh 7,999",
1185,GAGNWENR Limited Explosion Promotion price reduction crazy rush to buy Leather Shoulder Bag Handbag claret 20cm*8cm*15cm GAGNWENR Promotion Women&aposs Handbags Crazy Purchase Good Quality and Low Price,"KSh 1,591",
1186,Women Fashion Slip On Martin Boots Platform Ankle Boots For Women Comfortable Low Heel Ladies Shoes brown 40 ,"KSh 1,393","KSh 1,699 "
1187,"2018 new men&aposs casual leather men&aposs lace,breathable single shoes business suit shoes. brown 44 leatherwear ","KSh 2,899",
1188,Foldable Wireless Arc Optical Mouse Mice with USB Receiver for PC Laptop Notebook Computer ,KSh 399,"KSh 1,299 "
1189,VITRON V634 Home Theater HI-FI Multimedia System  Bluetooth Speaker Subwoofe black 60w V634 ,"KSh 5,400","KSh 6,200 "
1190,Pack Of 2/Set Couple Watch Back View Casual Quartz Watch Couple&aposs Gift as picture onesize KAKA Fashion Accessories,KSh 499,
1191,Synthetic Wigs New Fashion Hair Wigs Women Wigs Hair Wave 14inch black 14inch Synthetic Wigs,KSh 899,"KSh 2,259 "
1192,Fashion Women Vintage Printing Bodycon Sleeveless Casual Evening Party Prom Swing Dress xxl light blue Fashion Women Vintage Printing Bodycon Sleeveless Casual Evening Party Prom Swing Dress,KSh 889,"KSh 1,049 "
1193,"Fashion Weave Women Handbag Large Capacity Casual Tote Shopper Bag PU Leather Ladies Shoulder Bags Style2 Normal Large Capacity, Handmade Woven, Exquisite & Quality, Good Service","KSh 1,198",
1194,Elegant Ladies Solid Color Shallow Mouth Round Toe Patent Leather Thick High Heel Shoes black 41 ,"KSh 1,399","KSh 2,999 "
1195,2018 Mens Shoes Casual Comfortable Footwear Summer Flat Men Canvas Shoes Lace-up Solid red 44 ,"KSh 1,299","KSh 2,999 "
1196,Makeup Brushes Powder Concealer Blush Liquid Foundation Face Makeup Brush Tools Professional as the picture ,KSh 199,KSh 899 
1197,"Portable Miniature Female Facial Hair Remover Electric Remover Painless Hair Removal Epilator purple Multi-function eyebrow special
Safe and painless hair removal
Exquisite appearance, made of aluminum alloy",KSh 399,"KSh 1,999 "
1198,Non-stick 12PCS Shell Shaped Biscuit Mold Cake Pans Lightweight Kitchen Portable Bakeware Tool black normal ,KSh 699,"KSh 1,999 "
1199,"SOFTCARE Diaper Premium, Large 9-15Kgs,Count 8 For Baby white l8 (9-15kgs) ",KSh 145,KSh 189 
1200,High Quality Cotton Duvet with 2 Pillow cases and 1 Bedsheet 4pcs Stripe 5*6 Size one color 5*6 This product is classic.It will give you the warmth of home. We hope you will like it.,"KSh 1,880","KSh 2,799 "
1201,High Quality Cotton Duvet with 2 Pillow cases and 1 Bedsheet 4pcs  Multicolor 5*6 Size one color 5*6 This product is classic.It will give you the warmth of home. We hope you will like it.,"KSh 1,880","KSh 2,799 "
1202,6pcs Sundabests High Quality  Wine Glass(6453) as the picture 6pcs ,KSh 279,KSh 550 
1203,RONI 4pcs Lady temperament bracelet fashion alloy diamond jewelry set watch accessories 01 all code ,KSh 269,
1204,"New usb flash drive 32GB 16GB 8GB 4GB pen drive metal usb disk memory usb stick for PC silver normal 32gb New usb flash drive 32GB 16GB 8GB 4GB pen drive metal usb disk memory usb stick for PC.Only do boutique, quality first! ----IED store",KSh 499,KSh 799 
1205,Taotao fashion-Men Flats Light Breathable Shoes Shallow Casual Shoes Soybean shoes orange 40 Men Flats Light Breathable Shoes Shallow Casual Shoes Men Loafers Moccasins Man Sneakers Comfortable Soybean shoes,KSh 999,"KSh 1,599 "
1206,New Fashion Synthetic Wigs Hair Wigs Women Wigs Hair Curly 20inch black 20inch Synthetic Wigs Hair,"KSh 1,299","KSh 3,299 "
1207,Lucky Men New Men&aposs Fashion 3D Three-dimensional National Wind Print Long-sleeved Lapel Shirt red m Lucky Men New Men&aposs Fashion 3D Three-dimensional National Wind Print Long-sleeved Lapel Shirt,"KSh 1,399","KSh 1,599 "
1208,Stainless Steel Press Juicer Citrus Juicer kitchen Bar Food Processor Gadget Cuisine silver ,KSh 399,"KSh 1,299 "
1209,"Y1 Round Screen Smart Watch Adults Wearable Devices Support SIM Card Bluetooth black 43*12.5mm Y1, Round Screen, Smart Watch, Adults Wearable Devices, Support SIM Card Bluetooth, Business Watch, For Android For iOS",KSh 999,"KSh 1,399 "
1210,36W Nail Lamp Panda Pattern LED/UV Nail Lamp Gel Polish Dryer Nail Dryer white ,KSh 998,
1211,"7 Inch TFT Display HD 1080P Quad Core Dual Camera 512M+8G Tablet for Android black 7 Inch, HD 1080P, Quad Core, Dual Camera, Bluetooth Wifi, 512M+8G, Tablet for Android","KSh 3,959","KSh 4,575 "
1212,Magical Halo 10pcs/set Long Lasting Waterproof Luster Matte Liquid Lipstick ,"KSh 1,259","KSh 1,381 "
1213,Lace-Up Ankle Boots Women&aposs Shoes Causal Martin Boots Flat Shoes Black 41 ,"KSh 1,299","KSh 3,599 "
1214,"Monday Women&aposs Vintage Leather Wallet  RFID Blocking Wallets with Sunflower Leather Purse Long Red 11.5*9.5*3cm Women&aposs Vintage Leather Wallet;
with Sunflower Design Oil Feel Leather Purse;
Long Wallets",KSh 769,
1215,Summer children's wear baby 0-2Y baby crawls on the new baby gallus black GC108A 70 ,KSh 239,KSh 720 
1216,"RONI Boy and girl  Red heart five-pointed star baby shoes, baby soft bottom shoes 01 11cm ",KSh 499,
1217,Earphone Bluetooth 4.0 Wireless Sports Headset Bluetooth Bass Rechargeable Earphone With MIC black ,KSh 199,KSh 299 
1218,Mini Portable Juicer Cup Rechargeable Blender USB Juicer for Vegetables Fruit Reamers Bottle 380ml pink one size Juicer Cup 380ml,"KSh 1,199","KSh 2,499 "
1219,Mini Hand Foot Pedal sewing machines Dual Speed Portable Electric Sewing Machine Overlock AC100-240V white ,"KSh 1,599","KSh 2,999 "
1220,High Quality Stainless Steel 2 Tier Kitchen Dish Rack Storage Rack Drain Dish Rack silver normal ,"KSh 1,499","KSh 3,999 "
1221,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 2,190","KSh 3,790 "
1222,"Four in One Blackhead Face Exfoliating Spin Cleanser Facial Cleansing Electric Brushes Kit White 4-IN-1 DESIGN,satisfied different demands.
100% Water Resistance
Skin Care & Remove Blackheads",KSh 799,"KSh 3,599 "
1223,ICECOOL BD-109 Chest Freezer white 550*446*840 ,"KSh 18,999","KSh 25,999 "
1224,RONI Intelligent Electric Breast Pump  Comfort Automatic Breast Pump Breastfeeding 01 All Code ,"KSh 1,799",
1225,DINGXINYIZU USB Charging Bag Night Reflection Anti GRAY ,"KSh 1,399","KSh 2,599 "
1226,Women Backpack Fuzzy Ball Teenager Girls Female Zi RED WINE ,"KSh 1,399","KSh 1,708 "
1227,"LEAGOO P1 PRO, 5.0"" Screen, 8MP + 2MP, 2GB RAM + 16 GB ROM, 4000MAh, Smartphone elegance black Dual Rear Camera, Android 7.0, 0.3s,MT6737 Quad Core","KSh 9,233","KSh 11,999 "
1228,RONI Ladies luxury diamond necklaces women necklaces two-piece set dress accessories. 01 all code ,KSh 499,
1229,"Reusable Eyebrow Stencil Set Eyebrow Mold DIY Drawing Guide  Makeup Beauty Shaping Template Card as the picture A very quick and easy way to shape your eyebrows
Package Included:3pcs X Threading thrush card
Material: ABS resin",KSh 129,KSh 599 
1230,"SOFTCARE Baby Pants, M 7-12kg, Count 24 For Baby blue&white M 24(7-12kg) ",KSh 419,KSh 549 
1231,2018 Mens Running Shoes Breathable Male Outdoor Walking Sport Shoes New Man Athletic Sport Sneakers black 39 ,"KSh 1,499","KSh 3,899 "
1232,"SOFTCARE Diaper Gold, Large 9-15Kgs,Count 8 For baby L8 blue L8 (9-15Kgs) ",KSh 140,KSh 180 
1233,High quality Wigs with long curly hair black/brown human wigs women hair Synthetic hair light brown 27inch High quality Wigs with long curly hair black/brown human wigs women hair Synthetic wig,KSh 639,
1234,"SOFTCARE Diaper Gold, Large 9-15Kgs,Count 64 For baby blue L64(9-15kg) ","KSh 1,065","KSh 1,345 "
1235,"SOFTCARE Diaper Premium, Medium 6-9Kgs,Count 9 For Baby white m9(6-9kgs) ",KSh 145,KSh 189 
1236,JBL Charge 2+ Splashproof Portable subwoofer refreshed Bluetooth Speaker Bluetooth Accessories black one size JBL Charge 2+ Splashproof Portable Bluetooth Speaker Bluetooth Accessories,"KSh 1,699",
1237,Toothpaste  T-GUARD Special Salt style(Pepper Mint) gold ,KSh 65,KSh 129 
1238,Data Cable Merman Tail Shape Fast Charging Line For Android Typec Or Micro USB white micro usb Data Cable Merman Tail Shape Fast Charging Line For Android Typec Or Micro USB,KSh 159,
1239,"SOFTCARE Diaper Premium, Small 3-6Kgs,,Count 80 For Baby white s80(3-6kgs) ","KSh 1,125","KSh 1,350 "
1240,Kleesoft Washing Powder with Rich Perfumed Flower Fragrance(1000g) as the picture 1000g ,KSh 139,KSh 219 
1241,New Men Dress Shoes Men Formal Shoes Classic Business Luxury Men Oxfords black 39 leather ,"KSh 1,699","KSh 3,399 "
1242,Soft Leisure Flats Girls Leather Shoes Moccasins Casual Female Driving Ballet Footwear black 26 ,"KSh 1,299","KSh 2,599 "
1243,Rechargeable Hair Cutting Machine Electric Shaver for Men Electric Beard Professional Hair Trimmer Gold normal ,KSh 899,"KSh 2,599 "
1244,"FH Brand 3pck Cotton Towel /High-quality /Soft comfortable  Home Living Bathroom Products 33*72cm random one size A set of 3 towels, Blue,Pink, Yellow.
Fabric: 100% cotton
Size: 72 x33 CM",KSh 799,"KSh 1,399 "
1245,Taotao Fashion-Men Leather Belt Cowhide Leather Belt Gift box packaging blackTT-1-120cm-47in 120-130cm Taotao fashion men Leather belt male genuine leather belt Automatic Buckle Fashion Designer High Quality Mens belts luxury,KSh 899,"KSh 1,999 "
1246,Electric Kettle 2.0 L Siliver 2.0 Litres Electric Automatic Kettle silver normal ,KSh 899,"KSh 2,999 "
1247,1.5L Kitchen Meat Grinder Vegetable Chopper Household Manual Baby Ingredients Mincer Multifunction as the picture normal 1.5L Kitchen Meat Grinder Vegetable Chopper Household Manual Food Processor Baby Food Ingredients Mincer Multifunction,KSh 899,"KSh 2,999 "
1248,"SOFTCARE Diaper Gold, Small 3-6Kgs,Count 80 For baby blue S80(3-6kgs) ","KSh 1,065","KSh 1,345 "
1249,Skyworth  Digital LED TV 24 Inch 24E3A12G Black 24 Skyworth Ultra Slim Digital LED TV 24‘’ black 24‘,"KSh 12,399","KSh 13,999 "
1250,Large Capacity Wardrobe DIY Assemble Closets Portable Home Storage Cabinet  Hanger Non-Woven Fabric Coffee Large capacity and easy to assemble,"KSh 4,199","KSh 7,999 "
1251,"Valentine&aposs Gift Hair Straightener Iron Straightening Corrugate Curling Iron Styling Tools UK Plug as the picture Rapid heating
Safe and not hurt hair",KSh 799,"KSh 2,199 "
1252,RONI Baby pink flower  elastic hair band 01 ,KSh 169,
1253,"Car Bluetooth FM Transmitter Car MP3 Music Player with Separate Power Switch black T11, Car Auto Bluetooth FM Transmitter, Wireless Audio Transmitter, Car MP3 Music Player, with Separate Power Switch","KSh 1,299","KSh 1,514 "
1254,"Stainless Steel Buffet Heater Chafing Dish Hotpot Holder 9L Catering Banquet Cooking Pan Server silver 68*39*42cm Does not rust
Thickened","KSh 5,399","KSh 11,999 "
1255,LED Digital Bracelet Watch Sport Silicone Strap Wristwatch for Men Women Children Gift Smart watch Black Normal size ,KSh 199,KSh 999 
1256,"Kill Price-Portable Capsule Wireless Stereo HIFI Bluetooth Speaker red one size TF USB speaker Music Sound Box,for smart phone, tecno,infinix,etc",KSh 999,"KSh 3,999 "
1257,"Natural Plant Cashmere Four Pieces High Quality 100% Cotton Duvet Covers Bedding Set as the picture 5*6 Soft, not deformed
Bright colors, moisture absorption and breathability","KSh 1,999","KSh 5,999 "
1258,Water saving Square Shower Head ABS Plastic Hand Hold Bath Shower Bathroom Accessories silver normal ,KSh 399,"KSh 2,999 "
1259,3-36 Months Baby Backpacks Carriers Comfortable Breathable Infant Backpack Waist Stool red one size ,KSh 950,
1260,Taotao Fashion-Men Leather Belt  Business Fashion Belt black 130CM Taotao fashion men Leather belt male genuine leather belt Automatic Buckle Fashion Designer High Quality Mens belts luxury,KSh 799,"KSh 1,599 "
1261,"Valentine&aposs Gift Hair Trimmer Cutting Waterproof Electric Hair Clipper Razor Gray UK Plug grey Normal Stays sharp the Longest, and cuts all hair types
Perfect for total body grooming
Self-sharpening",KSh 999,"KSh 2,599 "
1262,Lunch Box Thermal For Food Bento Box Stainless Steel Lunch Box For Kids Portable Picnic School green one layer ,KSh 399,"KSh 2,599 "
1263,RONI Ladies temperament pearl jewelry set women necklace + earrings two-pieces set dress accessories 01 all code ,KSh 599,
1264,Summer New Rome Rough Heel Sandals Women Fish Mouth Female Sandals Black 39 Summer New Rome Rough Heel Sandals Women Fish Mouth Female Sandals,"KSh 1,399","KSh 2,599 "
1265,MSIN Europe and America Sexy Mesh Stitching Short Sleeve Irregular Skirt Women Plus Size Dress xl black MSIN Europe and America Sexy Mesh Stitching Short Sleeve Irregular Skirt Women Plus Size Dress,"KSh 1,299","KSh 1,599 "
1266,"New European and American wig women&aposs short hair chemical fiber hair sets claret one size Can be dyed hot: not hot dyedn
Hair material: high temperature wiren
Material: high temperature synthetic fiber hair wig",KSh 699,
1267,10pcs/Set Makeup Brush Powder/EyeShadow/Foundation/ConcealerBrush Makeup Small Size black 10pcs/Set Makeup Brush,KSh 499,KSh 999 
1268,"Manja Fashion New Luxury Women Female Ladies Shoulder Handbag blue big bag Manja,Fashion,New,Luxury,Women,Female,Ladies,Shoulder,Handbag,black,blue,big bag,soft","KSh 1,598","KSh 1,899 "
1269,"Natural Plant Cashmere Four Pieces High Quality 100% Cotton Duvet Covers Bedding Set as the picture 5*6 Soft, not deformed
Bright colors, moisture absorption and breathability","KSh 1,999","KSh 5,999 "
1270,Taotao fashion- Mens Shoes Casual Fashion Peas Shoes Leatherwear black and white 40 2018 Mens Shoes Casual Fashion Peas Shoes Leatherwear Men Loafers Moccasins Slip On Men&aposs Flats Male Driving Shoe,"KSh 1,399","KSh 2,999 "
1271,"Oukitel C12 Pro - 6.18"" 4G Android 8.1 2GB/16GB Face ID+ Fingerprint 3300mAh EU gold ","KSh 8,799","KSh 9,105 "
1272,refurbished phone apple iphone 5 16GB + 1GB mobile phone iphone5 8MP  original white refurbished phone apple iphone 5 16GB + 1GB mobile phone iphone5 8MP 99% new original,"KSh 6,159",
1273,Unique Personality Digital Wrist Watch Men Sport Watch LED Watches Men&aposs Watch Clock white one size Unique Personality Digital Wrist Watch Men Sport Watch LED Watches Men&aposs Watch Clock,"KSh 1,399",
1274,"Rotating Two-color Eyeliner Waterproof Precise All Day Ink Pen Liquid Eyeliner black Easy to color, and do not hurt the skin
Long-lasting coloring, even and meticulous, long-lasting and non-staining
Waterproof and sweatproof",KSh 259,KSh 999 
1275,"2 in 1 Gel Eyeliner Set Water Proof Smudge Proof  Work Great with Eyebrow Makeup Brushes Included black +deep  brown Come with 2 classic colors, black and brown
Stay on for a whole day and easy to remove with makeup remover
Provide 2 makeup brushes",KSh 599,"KSh 1,899 "
1276,SC208 Wireless Speaker Bluetooth 4.0 Caixa De Som Stereo Subwoofer Speakers green one size ,"KSh 1,200",
1277,New fashion Men&aposs shoes Ncasual wear canvas shoes Men&aposs shoes Board shoes Breathable shoes black 40 Taotao-fashion New fashion men&aposs shoes Ncasual wear canvas shoes Men&aposs shoes Board shoes Breathable shoes,KSh 999,"KSh 1,999 "
1278,"6 colors Classic Fashion Women Luxury Handbag PU Leather Genuine Bags wine f 100% brand new and high quality Package include:1*Handbag,1*Cellphone bag,1*Purse,1*Card bag,PU leather bag for ladies","KSh 1,799","KSh 2,899 "
1279,V Neck Flared Sleeves Mesh Patchwork Shirts Plus Size Casual Loose Mesh Women Blouse white s Limited stock of high-quality goods and quick purchase,"KSh 1,184",
1280,2019 New Office Kitten Heels shoes  Women Flock Pumps Stilettos Pointed Toe Lady Shoes High Heels cream 40 2019 New Women shoes Office Kitten Heels Flock Basic Pumps Stilettos Pointed Toe Lady Shoes High Heels,"KSh 2,169",
1281,Europe Fashion Ladies shoes Casual Flats Tod&aposs shoes Women Office loafer slipper faux leather vans black 40 Europe Fashion Ladies shoes Casual Flats Women Tod&aposs shoes Office loafer slipper faux leather vans,KSh 999,
1282,Professional Digital Video Camcorder Digital Camera 1200W Optical Zoom 4X DVR Photography Photo Sensor Type: CMOS Sensor Size: 1/2.3 inch Special Features: Optical Image Stabilization,"KSh 6,399",
1283,Canon PIXMA IP2780 Inkjet A4 Photo Printer black ,"KSh 5,999","KSh 16,000 "
1284,Mini Wireless Bluetooth earphone Blutooth headset Stereo headphones  Earpiece Small Sports Cordless black Small Sports Cordless Hands free Headset earphone,KSh 399,KSh 988 
1285,LYONS 3 in 1  Blender with Grinder FY-1732 1.5L Beige ,"KSh 2,100","KSh 4,599 "
1286,"Joyism Women Backpack + Message Bag+Wallet + Card  Luxury PU Leather Genuine Bag white f 100% brand new and high quality Package include:1*Handbag,1*Cellphone bag,1*Purse,1*Card bag,PU leather bag for ladies,1* lovely bear","KSh 1,899","KSh 3,399 "
1287,Fashion Men Shirt Double Breasted Dress Short Sleeve Slim Fit Camisa Masculina Casual Male Hawaiian blue xxl ,KSh 791,KSh 799 
1288,Breathable Mesh Summer Shoes Women Comfortable Cheap Casual Ladies Shoes Men Sneakers for Walking light gray 46 ,"KSh 1,063","KSh 2,084 "
1289,Short Lob Lace Wigs High Quality Wigs for Ladies Natural Weaves Medium-lenght Hair Women Wigs black 10inch ,KSh 899,
1290,"ADZA Romeo Trendy Fashionable Unique Tough Sole  Fashion Sneaker Men Shoes Navy Blue AD-34-41 Color-Navy blue
Material- PU Nubuck & MESH Upper and TR SOLE
Fastening- Trendy Lace-up
Fashion- Casual and Sport Shoes","KSh 2,090",
